User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
2803,female,44,162.3,68.1,32,117,40.7
2804,female,38,154.3,64.4,105,177,38.0
2805,male,61,172.7,59.9,37,99,38.4
2806,male,65,178.8,88.5,42,90,39.2
2807,male,67,184.5,76.2,89,87,40.4
2808,male,30,172.7,72.8,43,101,37.7
2809,male,39,180.2,57.6,111,91,41.1
2810,female,52,169.0,50.2,96,112,37.1
2811,male,64,182.0,86.1,69,112,37.1
2812,male,39,175.3,81.7,7,87,39.0
2813,male,45,167.7,82.0,81,102,40.7
2814,female,38,170.1,64.5,116,114,37.6
2815,female,63,163.1,71.3,30,178,39.2
2816,female,35,159.1,64.9,113,94,38.9
2817,female,48,174.2,81.0,109,115,40.4
2818,male,63,181.4,74.1,74,177,38.0
2819,male,54,172.4,66.5,118,171,39.7
2820,female,38,169.4,49.9,93,170,41.1
2821,female,31,152.6,68.5,39,82,37.2
2822,male,42,181.1,86.3,23,114,41.0
2823,male,44,165.1,87.0,54,128,37.9
2824,female,57,157.1,53.4,105,158,37.4
2825,female,40,169.1,75.9,39,147,38.4
2826,female,48,163.3,55.3,90,183,39.3
2827,female,64,154.9,66.7,105,173,38.6
2828,male,46,168.4,65.6,15,128,37.6
2829,male,64,180.6,79.9,93,106,39.1
2830,male,47,183.0,68.5,30,107,37.0
2831,female,68,155.6,63.8,14,65,37.0
2832,female,43,150.9,55.3,50,109,40.7
2833,male,37,181.6,79.7,32,132,39.6
2834,male,55,173.1,95.1,87,145,38.6
2835,male,36,168.5,91.2,23,101,38.8
2836,male,44,167.2,86.6,40,134,39.1
2837,female,42,156.4,62.4,110,168,38.1
2838,male,57,171.1,75.2,22,177,40.3
2839,male,55,188.4,79.7,30,172,38.4
2840,male,69,186.7,73.3,53,178,39.6
2841,male,40,180.1,71.6,59,169,37.6
2842,male,46,165.6,79.1,12,95,37.1
2843,male,32,169.6,69.5,9,102,37.7
2844,male,20,185.0,70.2,76,86,38.6
2845,female,27,164.1,59.0,34,149,37.6
2846,female,32,175.9,80.6,12,150,40.0
2847,female,33,168.8,53.1,40,179,37.7
2848,female,34,157.3,74.2,78,109,40.7
2849,male,36,169.4,75.3,31,99,40.6
2850,female,28,168.6,70.5,119,157,38.3
2851,female,65,154.8,77.7,109,88,39.1
2852,male,22,183.3,80.9,19,126,40.1
2853,male,22,167.9,89.3,88,81,38.9
2854,female,31,157.0,62.4,42,164,37.4
2855,female,67,158.0,61.1,86,109,38.2
2856,male,43,180.3,75.3,112,128,39.3
2857,female,25,160.5,44.9,43,114,40.7
2858,male,22,164.5,71.9,80,87,37.3
2859,male,24,180.4,97.9,114,138,37.8
2860,male,33,162.9,83.6,114,181,41.2
2861,male,31,185.3,105.2,47,157,38.4
2862,female,54,170.9,73.1,117,165,38.7
2863,male,58,162.6,90.0,86,91,40.0
2864,male,21,171.2,68.5,39,84,38.7
2865,female,53,176.8,71.2,55,76,38.0
2866,male,65,170.7,76.2,42,102,41.4
2867,female,34,149.1,72.9,95,122,39.3
2868,female,64,155.8,58.0,76,134,38.7
2869,female,53,147.2,64.3,39,118,40.4
2870,male,23,167.5,78.1,56,154,37.5
2871,female,33,154.5,55.9,100,152,41.1
2872,female,46,157.3,64.3,13,174,40.7
2873,male,53,188.5,89.6,48,130,38.7
2874,female,55,150.7,55.1,12,132,37.8
2875,female,54,163.9,59.5,76,158,40.9
2876,female,65,163.9,81.3,5,66,41.3
2877,female,65,162.4,65.3,29,126,37.2
2878,female,27,163.9,91.4,75,125,41.4
2879,male,58,160.9,99.8,36,96,38.7
2880,female,53,157.3,74.8,66,70,40.6
2881,female,46,173.8,54.1,14,122,39.1
2882,male,31,163.9,85.6,116,129,39.3
2883,male,21,164.5,70.0,104,170,39.4
2884,male,61,179.8,54.8,113,151,41.3
2885,female,59,152.3,60.4,90,182,39.8
2886,male,53,181.3,80.9,21,93,38.3
2887,female,67,170.9,73.3,15,181,39.8
2888,female,62,159.2,62.4,51,72,37.4
2889,male,30,174.4,66.2,60,119,38.5
2890,male,63,170.9,60.9,116,107,37.8
2891,female,35,162.6,69.5,45,152,39.7
2892,male,50,167.3,60.3,20,118,39.4
2893,female,38,168.4,67.5,29,77,40.3
2894,male,33,183.6,68.2,34,76,38.5
2895,male,32,168.5,65.3,80,133,41.4
2896,male,22,185.3,79.3,45,83,38.4
2897,female,23,165.2,63.1,115,146,37.2
2898,male,55,176.9,81.2,65,79,38.2
2899,female,20,152.9,65.7,53,140,39.8
2900,female,65,169.2,78.2,94,174,40.4
2901,female,29,167.9,65.6,94,139,38.1
2902,female,53,156.6,67.7,80,69,40.5
2903,male,50,169.6,86.2,46,83,38.5
2904,female,53,174.2,62.8,67,66,37.7
2905,female,50,173.2,62.4,99,100,37.6
2906,male,48,167.7,83.2,30,73,40.7
2907,female,38,166.9,70.5,42,136,38.1
2908,male,44,194.8,78.6,32,95,38.0
2909,female,44,160.2,70.2,74,111,41.0
2910,male,25,179.2,71.4,5,158,38.6
2911,female,54,156.9,74.0,70,120,41.5
2912,male,49,180.7,92.2,95,78,38.2
2913,female,43,171.9,48.5,46,123,40.0
2914,female,19,151.7,83.5,12,87,37.9
2915,male,29,184.0,66.7,54,135,37.9
2916,male,39,192.8,86.3,14,85,40.6
2917,male,34,175.5,75.2,77,136,41.2
2918,male,24,181.3,82.1,56,132,41.0
2919,female,60,162.6,60.3,15,136,40.8
2920,female,21,161.6,59.1,8,169,39.6
2921,male,54,173.6,81.9,34,139,37.5
2922,female,55,167.8,62.4,41,88,38.5
2923,male,49,184.6,92.0,107,73,38.3
2924,male,28,174.1,73.8,95,145,38.1
2925,female,18,161.5,63.2,21,82,41.4
2926,female,42,163.3,55.3,13,85,37.7
2927,female,59,150.9,68.0,115,159,39.1
2928,female,69,159.3,62.6,10,73,41.2
2929,female,41,163.1,71.3,97,109,37.3
2930,female,60,166.8,65.1,73,162,40.4
2931,female,34,175.9,52.3,113,145,39.7
2932,male,25,165.3,78.9,53,85,38.6
2933,male,62,180.4,85.9,5,151,41.2
2934,male,44,166.4,80.4,22,108,38.5
2935,male,69,181.6,76.3,18,100,37.8
2936,male,35,175.1,79.7,16,162,40.3
2937,female,44,170.8,66.9,72,138,38.5
2938,male,39,184.1,79.4,76,158,38.3
2939,male,33,186.5,78.1,74,100,41.2
2940,male,19,186.7,77.2,64,96,38.4
2941,male,22,176.1,68.1,88,91,39.6
2942,male,35,165.7,92.5,91,184,39.9
2943,male,20,166.6,74.6,85,129,39.2
2944,male,44,158.3,97.6,69,145,38.4
2945,female,34,160.5,59.3,57,108,39.4
2946,female,33,159.0,66.1,43,137,38.8
2947,male,23,170.5,77.6,106,146,37.2
2948,female,68,162.8,73.9,117,86,38.4
2949,female,24,151.7,54.2,53,158,39.6
2950,female,67,164.5,90.1,82,139,37.1
2951,female,31,163.9,76.8,6,184,39.9
2952,male,55,174.6,86.9,20,170,37.1
2953,female,57,164.9,56.3,113,106,39.5
2954,female,32,162.7,68.4,52,167,37.3
2955,female,64,167.4,72.0,49,143,40.8
2956,male,64,172.8,71.1,30,176,41.1
2957,male,65,189.2,51.2,15,128,39.8
2958,male,50,186.5,90.8,59,164,37.6
2959,male,60,170.4,79.9,101,76,41.1
2960,male,44,166.1,91.5,17,175,40.3
2961,male,46,174.6,81.1,31,117,41.0
2962,male,54,184.2,80.3,66,154,39.1
2963,female,22,165.8,59.6,16,113,38.9
2964,female,46,164.0,74.6,105,70,39.7
2965,female,49,161.8,77.0,67,163,39.1
2966,male,23,168.8,78.9,115,173,37.8
2967,male,19,169.6,81.9,7,130,40.7
2968,male,23,180.7,45.9,8,128,37.9
2969,male,63,176.2,85.9,19,87,40.4
2970,male,60,169.5,96.3,96,68,41.0
2971,female,21,170.7,58.6,51,166,39.4
2972,female,46,162.0,77.1,82,107,38.1
2973,male,42,162.5,84.7,28,131,37.1
2974,male,26,181.1,100.9,45,170,39.9
2975,male,20,171.2,85.6,74,137,39.5
2976,male,43,152.7,82.6,79,147,40.1
2977,female,65,163.2,60.3,97,66,41.3
2978,male,60,169.1,67.2,20,183,39.0
2979,male,44,188.5,80.3,81,83,40.0
2980,male,53,170.3,80.5,79,65,37.6
2981,male,49,166.2,56.8,102,181,37.6
2982,female,18,162.4,68.0,86,135,39.2
2983,male,33,169.7,93.9,61,138,39.6
2984,male,68,168.8,76.9,45,178,41.4
2985,female,65,162.5,70.7,51,133,39.6
2986,female,28,177.6,60.1,50,168,41.1
2987,female,43,157.8,64.3,78,71,40.5
2988,male,57,188.8,74.4,107,118,41.0
2989,male,18,179.6,92.7,66,102,40.9
2990,female,43,161.0,59.5,40,180,39.4
2991,female,45,166.9,56.1,34,74,37.0
2992,female,26,169.6,56.3,19,88,39.0
2993,female,61,164.7,76.4,22,70,38.0
2994,female,39,166.3,62.4,33,172,40.2
2995,female,25,163.7,72.6,62,170,37.9
2996,male,66,170.9,65.8,97,103,39.1
2997,male,59,173.5,68.1,26,71,37.1
2998,male,44,176.3,76.1,59,183,37.4
2999,female,56,163.1,70.0,27,158,38.8
3000,female,36,171.3,60.7,97,112,40.3
3001,female,42,150.8,66.6,48,155,40.0
3002,female,55,156.6,76.1,74,97,38.9
3003,female,38,178.9,78.2,64,131,37.9
3004,female,41,164.9,60.6,106,122,38.4
3005,male,41,189.6,76.6,112,103,39.2
3006,male,36,168.2,90.5,92,128,41.3
3007,female,67,157.5,67.4,9,68,39.9
3008,male,64,170.7,60.6,109,101,37.6
3009,female,19,165.5,72.7,91,133,40.6
3010,male,31,176.4,52.7,38,166,40.2
3011,female,49,163.7,86.6,16,95,41.0
3012,female,59,165.3,63.4,79,104,39.8
3013,male,49,168.6,75.7,71,109,38.4
3014,male,45,197.0,94.2,92,150,40.8
3015,female,65,163.2,63.2,97,105,39.6
3016,female,56,166.1,71.1,45,136,40.2
3017,male,57,186.3,66.3,99,96,39.1
3018,male,59,171.2,92.9,12,144,40.6
3019,female,64,155.5,54.0,6,78,39.8
3020,male,57,168.0,84.3,97,112,41.0
3021,female,30,149.0,74.3,62,109,38.6
3022,female,29,168.8,72.2,41,164,40.8
3023,female,25,165.7,68.6,84,134,40.5
3024,female,32,161.2,82.4,64,79,38.7
3025,male,43,165.9,80.5,45,75,40.9
3026,male,29,185.2,75.9,76,154,39.7
3027,male,60,163.7,72.9,40,149,38.7
3028,male,68,166.6,80.3,82,81,38.2
3029,male,63,168.6,88.1,80,91,37.4
3030,male,44,179.0,101.3,95,95,37.4
3031,male,35,175.3,86.6,23,142,40.5
3032,female,62,163.0,41.4,55,180,38.7
3033,male,53,176.2,82.4,119,97,39.4
3034,male,66,179.7,101.4,58,66,40.8
3035,female,68,175.8,61.1,81,87,39.9
3036,male,44,183.8,82.9,33,126,41.2
3037,male,26,189.6,78.0,119,166,39.4
3038,female,56,164.7,54.5,71,118,37.5
3039,male,18,170.8,85.2,12,101,38.6
3040,male,24,179.9,63.0,65,154,37.6
3041,male,43,165.8,88.4,60,66,40.4
3042,female,24,158.5,62.0,82,100,39.1
3043,male,69,183.0,88.4,11,155,37.3
3044,male,24,174.0,87.2,72,77,37.1
3045,female,25,152.9,54.9,117,68,37.2
3046,male,33,163.1,69.7,25,152,40.0
3047,female,20,159.8,81.6,49,179,37.9
3048,female,62,165.4,72.6,16,152,40.5
3049,male,27,184.0,67.1,99,75,39.3
3050,female,67,152.0,52.5,77,104,39.6
3051,female,24,167.6,60.0,11,81,37.8
3052,male,38,174.2,79.4,49,103,40.9
3053,female,54,163.0,71.8,39,151,39.1
3054,female,48,167.1,42.0,44,103,38.9
3055,male,40,171.4,86.5,15,164,40.6
3056,male,44,181.8,79.1,105,164,37.1
3057,male,39,187.5,80.6,46,171,39.3
3058,female,56,161.7,65.6,6,133,40.2
3059,male,44,178.7,80.4,38,94,40.6
3060,female,66,169.2,72.9,58,135,37.7
3061,female,21,167.7,47.0,103,126,38.8
3062,female,41,159.4,60.8,106,128,38.4
3063,female,40,153.4,44.2,84,110,41.5
3064,female,65,167.1,64.8,55,119,40.3
3065,female,36,154.5,60.5,36,125,38.9
3066,female,59,167.9,48.7,83,66,38.0
3067,male,20,165.8,90.0,78,168,37.8
3068,male,44,154.4,80.3,16,182,41.5
3069,female,20,162.2,75.3,17,128,39.6
3070,female,45,164.4,49.9,34,94,40.3
3071,male,34,187.8,83.1,115,106,37.7
3072,female,48,153.3,77.0,90,157,40.4
3073,male,27,172.2,78.9,75,110,38.1
3074,male,66,174.3,57.1,84,143,40.4
3075,male,39,179.5,88.3,49,75,41.1
3076,female,47,157.5,63.9,101,135,38.7
3077,female,66,170.5,71.2,91,83,41.1
3078,male,38,183.8,66.0,109,158,39.1
3079,male,53,172.6,90.6,101,121,40.6
3080,male,40,167.0,93.4,74,128,39.0
3081,male,55,174.5,48.0,50,102,37.6
3082,male,29,176.6,85.3,36,71,40.0
3083,female,42,176.6,69.1,87,182,38.5
3084,male,37,164.3,80.9,40,100,37.3
3085,female,66,179.2,63.9,34,78,39.9
3086,male,66,171.7,70.9,7,152,39.6
3087,female,59,151.0,70.6,41,133,41.2
3088,female,24,172.0,60.1,114,139,37.4
3089,female,46,157.9,73.4,86,176,38.9
3090,female,65,164.0,48.3,102,103,38.0
3091,female,46,153.5,67.0,84,91,39.2
3092,female,30,162.7,61.2,8,90,40.8
3093,male,20,181.8,81.4,72,144,41.2
3094,female,19,162.5,52.9,47,178,38.7
3095,male,33,174.7,72.9,11,137,39.8
3096,female,47,164.6,72.5,116,136,38.1
3097,female,55,167.4,65.2,86,95,40.4
3098,male,23,170.9,87.9,47,78,41.1
3099,female,62,166.2,73.1,41,124,39.1
3100,male,24,188.6,80.4,103,72,40.9
3101,male,22,169.5,76.3,70,102,41.4
3102,male,24,166.8,84.0,50,107,39.7
3103,male,51,174.1,41.6,73,157,39.5
3104,female,49,162.5,71.7,7,96,38.7
3105,female,66,165.8,74.6,39,148,40.5
3106,male,30,186.6,82.2,19,109,40.7
3107,female,47,173.0,59.7,119,181,37.0
3108,female,42,161.3,61.4,84,150,38.1
3109,male,38,162.2,108.0,31,150,37.1
3110,female,38,162.7,73.4,80,123,40.5
3111,male,45,173.6,85.4,73,65,37.8
3112,male,65,176.4,87.7,57,97,37.5
3113,female,37,162.7,60.7,71,169,40.6
3114,female,51,173.1,65.8,79,165,39.6
3115,female,22,140.6,56.1,43,95,37.7
3116,male,35,174.2,93.0,10,167,40.8
3117,male,56,169.6,68.8,18,143,38.8
3118,female,60,150.1,56.7,116,70,38.7
3119,female,28,169.5,66.8,91,180,39.9
3120,female,34,170.4,55.8,110,97,37.2
3121,female,65,166.9,60.8,8,134,38.5
3122,male,62,160.8,87.3,20,139,37.4
3123,female,39,167.8,86.2,119,111,40.3
3124,male,54,175.8,86.9,11,150,38.2
3125,male,37,176.4,78.2,31,82,40.8
3126,female,65,166.1,54.8,71,182,38.9
3127,female,65,160.5,54.4,7,138,41.0
3128,female,65,169.2,56.2,36,184,38.0
3129,male,63,167.4,69.7,52,127,39.9
3130,female,23,158.9,79.3,72,156,41.3
3131,female,51,162.7,76.7,111,106,38.8
3132,male,31,165.0,87.8,14,154,37.7
3133,female,65,162.0,62.3,5,146,39.5
3134,male,40,176.2,93.6,22,72,38.9
3135,female,37,169.1,65.6,98,70,39.3
3136,male,30,181.2,100.1,119,183,39.1
3137,female,64,153.0,71.6,32,154,38.2
3138,female,61,172.5,81.2,47,111,39.3
3139,male,58,172.8,83.0,84,95,37.7
3140,male,49,187.0,73.6,26,161,39.6
3141,female,43,157.7,63.6,68,157,39.0
3142,male,67,175.6,73.6,34,147,41.4
3143,male,31,162.0,70.6,45,91,37.4
3144,male,69,177.8,83.8,43,123,40.4
3145,male,53,180.6,79.4,105,146,38.6
3146,female,25,157.0,70.1,78,68,40.1
3147,female,57,170.2,73.4,29,151,41.3
3148,male,39,171.7,75.0,15,72,41.0
3149,male,39,173.2,89.3,91,168,37.5
3150,male,33,167.7,58.0,26,88,40.9
3151,male,44,173.8,49.0,24,69,38.8
3152,female,27,158.0,54.0,9,112,37.3
3153,female,42,171.4,71.1,26,139,37.9
3154,male,48,182.7,84.7,85,171,37.1
3155,male,38,168.5,47.9,22,78,37.6
3156,male,44,181.1,79.9,83,75,39.1
3157,female,34,166.1,66.7,98,141,41.3
3158,male,50,177.8,81.6,80,86,40.6
3159,female,48,162.4,71.1,6,168,39.4
3160,male,67,180.1,111.4,107,78,38.5
3161,female,59,153.1,63.3,7,84,37.1
3162,male,43,163.6,65.4,48,65,37.3
3163,female,38,168.4,59.7,82,85,40.3
3164,male,53,158.7,97.9,40,115,39.5
3165,male,18,170.8,64.6,41,153,37.5
3166,male,21,174.6,62.1,119,156,40.9
3167,female,21,160.0,65.3,82,165,39.3
3168,male,43,169.5,79.6,27,160,40.8
3169,female,21,166.2,63.3,57,120,40.5
3170,female,66,169.7,57.0,83,164,38.5
3171,male,26,167.3,89.4,66,100,40.2
3172,male,47,170.4,63.3,75,66,41.5
3173,male,68,169.1,67.1,62,104,40.4
3174,female,62,158.2,60.7,37,93,38.2
3175,male,21,176.1,89.3,61,112,39.7
3176,female,22,168.9,77.1,53,174,38.9
3177,female,62,166.3,64.3,42,80,38.4
3178,male,40,168.0,86.7,80,155,38.3
3179,male,33,165.0,72.5,55,137,39.1
3180,male,39,175.2,77.6,62,184,38.4
3181,male,54,181.6,62.5,28,168,37.7
3182,male,25,176.2,87.5,82,173,40.4
3183,male,65,177.3,72.5,46,69,38.3
3184,female,50,155.7,54.5,75,121,38.7
3185,female,55,158.7,78.0,24,77,41.1
3186,female,60,163.6,57.9,97,173,40.0
3187,male,33,188.1,85.0,48,153,41.2
3188,female,22,156.8,61.2,58,69,39.7
3189,female,33,171.0,85.4,51,174,38.6
3190,female,24,162.2,55.5,11,73,38.0
3191,female,68,159.3,59.0,9,113,40.7
3192,female,18,155.4,61.6,104,83,39.0
3193,male,26,167.8,63.8,101,69,39.9
3194,male,35,177.2,80.8,56,160,40.3
3195,female,62,153.4,58.3,81,72,38.1
3196,female,64,168.0,71.2,36,83,41.4
3197,female,20,163.2,78.6,105,67,38.1
3198,male,41,176.2,86.0,105,87,40.4
3199,male,45,179.1,71.1,31,107,37.7
3200,female,27,157.9,70.1,54,74,41.4
3201,male,26,168.8,87.6,70,148,38.1
3202,male,30,178.2,81.5,115,166,39.3
3203,female,65,153.9,77.7,81,85,38.7
3204,male,52,175.1,74.2,42,83,41.1
3205,male,40,178.4,73.2,60,142,39.3
3206,female,64,167.3,72.5,67,130,40.0
3207,male,34,162.7,75.6,34,160,38.0
3208,male,63,182.7,75.0,50,90,41.3
3209,female,24,169.3,74.6,74,101,38.6
3210,male,69,180.7,78.0,71,173,37.4
3211,male,33,173.5,76.3,55,172,38.0
3212,female,57,160.4,48.4,98,104,37.9
3213,female,53,156.5,60.2,63,156,37.5
3214,female,37,162.8,65.8,87,88,39.2
3215,male,41,182.9,73.3,63,82,38.4
3216,female,64,150.7,74.2,54,81,39.2
3217,male,22,164.5,84.3,84,107,37.4
3218,female,62,173.1,61.0,72,175,39.7
3219,male,23,177.1,78.0,56,101,39.8
3220,female,45,168.0,67.4,49,180,38.1
3221,female,22,162.2,80.5,13,83,39.6
3222,female,66,149.8,41.9,68,141,38.4
3223,female,56,162.1,60.1,12,84,37.7
3224,male,55,160.9,80.9,53,145,40.1
3225,female,19,154.7,43.7,59,91,40.8
3226,female,60,168.2,63.8,94,179,37.7
3227,male,56,159.7,89.1,13,68,41.0
3228,female,38,163.1,60.6,16,95,39.7
3229,male,57,163.3,75.7,96,124,40.5
3230,female,54,160.8,64.1,73,154,40.1
3231,female,35,180.3,53.3,117,101,41.0
3232,female,65,159.5,56.6,113,129,37.3
3233,male,63,162.9,88.6,84,76,41.4
3234,female,29,164.4,75.2,23,106,41.0
3235,female,34,157.7,69.1,91,173,37.2
3236,female,54,152.9,71.1,12,179,38.1
3237,male,63,171.5,92.7,106,144,39.4
3238,male,55,164.3,47.9,22,162,40.9
3239,female,32,160.9,54.5,30,152,38.4
3240,male,24,164.7,63.3,47,105,37.2
3241,female,31,159.9,56.4,30,88,40.5
3242,female,67,168.0,63.6,109,101,39.0
3243,female,18,166.6,60.9,83,107,40.4
3244,female,55,159.8,55.6,18,132,38.5
3245,female,20,156.8,74.2,11,179,40.7
3246,female,54,150.9,75.0,93,72,38.6
3247,female,61,166.9,66.8,6,144,39.1
3248,male,48,163.4,72.3,52,177,41.2
3249,male,60,173.4,76.7,74,171,37.7
3250,male,30,180.7,85.6,77,73,39.6
3251,male,65,151.5,71.7,60,169,40.7
3252,male,35,185.7,64.6,110,152,40.1
3253,male,34,177.8,68.7,25,103,38.9
3254,male,34,180.7,77.6,79,65,40.6
3255,female,28,160.3,74.0,118,67,39.2
3256,female,37,154.3,67.0,11,73,39.9
3257,female,27,159.7,61.7,100,112,38.5
3258,female,46,160.5,88.9,108,174,37.3
3259,male,65,175.3,95.3,44,117,37.9
3260,male,51,183.7,72.1,31,111,39.1
3261,female,34,166.1,65.2,81,164,41.0
3262,female,69,157.5,68.4,6,111,37.6
3263,male,59,176.2,67.4,17,127,38.4
3264,female,30,157.5,54.2,8,75,38.5
3265,female,61,157.1,51.6,72,113,40.5
3266,female,64,171.9,52.2,30,105,39.4
3267,female,56,158.0,60.5,91,119,38.9
3268,male,44,163.3,71.0,24,173,37.3
3269,female,43,170.3,58.1,98,67,41.4
3270,female,45,168.3,50.6,93,162,40.6
3271,male,30,173.1,82.7,61,163,37.3
3272,male,29,182.4,70.4,31,144,37.2
3273,female,61,158.8,69.8,68,78,38.1
3274,male,45,182.6,85.1,24,164,37.2
3275,female,19,167.1,77.2,84,131,40.3
3276,female,54,161.9,59.7,119,176,37.9
3277,male,51,175.2,73.4,8,178,41.0
3278,female,40,164.3,64.6,77,70,39.7
3279,female,69,161.3,56.6,75,80,39.2
3280,female,62,153.4,73.1,51,116,37.5
3281,female,46,174.4,68.3,24,168,37.6
3282,male,52,178.2,66.8,45,96,37.5
3283,male,28,180.0,70.1,109,98,38.0
3284,female,65,177.5,54.0,65,160,37.5
3285,male,50,167.3,92.4,100,161,38.4
3286,female,68,167.6,78.6,69,141,40.7
3287,female,28,157.5,63.6,77,156,37.7
3288,female,26,165.2,74.5,44,82,38.3
3289,female,31,164.4,50.2,87,117,39.0
3290,female,26,168.5,45.8,44,101,39.8
3291,male,56,163.2,83.6,104,152,38.1
3292,female,65,158.9,71.6,102,65,39.8
3293,male,20,176.2,67.1,58,176,37.8
3294,male,46,177.6,64.7,102,93,39.8
3295,female,36,161.3,77.6,27,155,40.5
3296,female,53,163.0,55.4,69,78,37.1
3297,female,49,159.5,73.3,40,88,41.2
3298,female,24,160.9,78.9,60,143,40.2
3299,female,45,154.6,75.3,91,138,41.3
3300,male,61,189.5,80.2,68,88,38.2
3301,female,35,148.6,46.5,97,80,41.2
3302,female,22,158.1,60.5,91,159,39.0
3303,male,40,167.0,94.9,51,93,37.7
3304,male,39,171.7,66.7,91,73,40.3
3305,female,43,159.2,55.3,46,100,40.1
3306,male,59,169.9,95.9,31,139,41.1
3307,female,29,162.4,54.2,95,83,38.4
3308,male,57,180.8,81.4,107,80,39.8
3309,male,36,179.3,84.1,95,73,41.3
3310,female,64,168.8,68.6,27,108,40.9
3311,male,18,167.8,84.7,91,117,40.7
3312,male,20,182.5,82.6,89,155,41.0
3313,male,44,169.4,80.1,75,162,40.8
3314,male,35,167.5,96.2,89,139,38.7
3315,male,67,179.3,76.8,49,147,37.1
3316,male,47,184.7,80.0,88,136,41.4
3317,female,19,171.7,58.9,36,107,40.5
3318,female,22,168.5,51.5,43,176,38.0
3319,male,46,177.5,79.2,58,183,40.4
3320,female,50,155.0,63.2,48,148,38.6
3321,female,59,175.0,51.8,68,105,38.1
3322,female,37,151.9,78.5,74,75,39.5
3323,male,47,174.4,82.9,86,77,37.0
3324,female,59,167.5,59.6,10,145,41.4
3325,male,22,175.1,101.9,12,107,41.2
3326,female,67,161.7,78.5,118,107,40.6
3327,male,38,173.3,68.7,70,151,37.2
3328,male,32,179.5,75.3,44,118,37.3
3329,female,37,163.9,67.0,114,114,39.9
3330,female,25,154.9,52.5,67,76,40.6
3331,male,66,175.6,112.6,88,137,37.2
3332,female,48,168.3,63.2,46,155,39.5
3333,female,29,160.0,70.8,81,153,40.1
3334,female,38,169.4,58.6,106,151,37.7
3335,male,47,167.8,70.3,76,119,37.8
3336,male,44,163.5,86.5,94,180,41.2
3337,female,61,171.2,69.5,66,103,38.8
3338,female,43,153.8,56.2,78,73,38.2
3339,female,50,158.8,62.6,77,170,37.2
3340,male,43,170.8,86.7,96,153,37.2
3341,male,43,176.5,76.7,11,153,38.2
3342,female,53,159.3,64.6,5,74,39.8
3343,female,57,156.5,85.9,101,79,39.7
3344,female,18,164.1,70.7,47,101,38.0
3345,female,32,161.5,72.3,117,172,40.3
3346,female,67,159.7,67.5,17,115,39.1
3347,female,18,164.5,70.3,102,67,40.6
3348,male,28,182.5,75.6,15,88,41.2
3349,female,19,150.9,83.2,115,152,38.1
3350,male,18,163.5,86.1,116,73,39.0
3351,female,48,163.7,73.3,97,178,37.2
3352,female,61,164.2,85.9,116,97,40.4
3353,male,33,176.8,93.9,115,78,38.5
3354,male,39,164.2,91.2,95,67,39.9
3355,male,59,165.4,75.3,39,120,38.7
3356,male,35,188.4,81.1,42,134,37.6
3357,female,64,159.0,68.9,93,144,37.0
3358,male,34,167.5,61.0,115,99,39.9
3359,female,47,161.8,71.0,108,81,41.2
3360,male,27,183.1,95.1,49,133,41.1
3361,female,52,158.5,62.0,55,126,41.2
3362,female,38,157.8,63.5,19,150,40.1
3363,female,33,160.9,51.6,63,80,38.9
3364,female,23,151.5,60.4,70,183,39.4
3365,female,20,149.3,60.0,18,77,40.3
3366,female,58,163.7,92.8,18,171,38.3
3367,male,60,186.8,78.7,114,76,37.9
3368,female,38,169.2,54.3,45,138,37.3
3369,male,30,181.9,71.4,28,74,39.1
3370,male,35,166.2,103.3,9,116,37.4
3371,female,41,149.4,79.1,38,176,39.1
3372,male,44,171.2,54.8,112,142,40.7
3373,female,21,166.0,81.1,36,161,37.7
3374,male,39,170.1,66.2,96,103,37.5
3375,female,41,163.4,62.5,50,169,38.1
3376,male,57,175.3,95.5,81,173,37.4
3377,female,62,156.8,77.6,20,105,38.6
3378,female,27,157.1,70.5,89,92,39.7
3379,female,19,160.2,74.0,26,150,39.1
3380,female,57,170.8,62.3,91,146,40.2
3381,male,23,177.9,66.4,36,143,37.5
3382,female,65,161.8,79.8,80,81,38.5
3383,male,35,186.2,86.2,45,66,38.9
3384,male,34,170.0,72.2,26,137,39.1
3385,male,55,163.1,97.0,57,141,37.3
3386,female,62,175.5,72.5,27,149,37.3
3387,male,40,163.6,40.5,39,142,37.4
3388,male,63,194.6,70.7,93,169,37.6
3389,male,47,186.6,83.7,115,79,37.0
3390,female,38,163.1,71.2,47,130,38.4
3391,female,27,155.1,51.5,66,155,38.9
3392,male,60,179.4,76.7,49,98,39.5
3393,female,30,168.4,66.2,98,149,37.1
3394,female,29,153.7,85.0,61,101,39.0
3395,male,26,165.3,84.5,98,112,41.2
3396,male,21,154.7,74.1,71,77,40.4
3397,female,56,157.3,72.3,59,106,38.4
3398,male,41,163.4,80.1,35,71,39.4
3399,female,51,173.0,63.8,104,99,40.1
3400,female,56,146.3,63.9,58,152,37.7
3401,female,58,160.6,67.1,40,125,37.3
3402,female,22,164.8,60.2,39,179,39.8
3403,female,32,150.5,74.9,18,119,40.3
3404,female,67,159.3,60.2,26,175,39.3
3405,male,21,171.9,94.1,19,129,40.1
3406,male,68,170.4,82.0,91,170,40.2
3407,female,69,152.6,82.2,76,149,39.9
3408,female,56,170.9,43.8,54,169,41.2
3409,female,25,166.1,54.4,28,148,39.4
